,date,BIDU,isPartial
15,2012-05-16,67.34,False
16,2012-05-17,58.46,False
17,2012-05-18,64.38,False
18,2012-05-19,68.82,False
19,2012-05-20,53.28,False
20,2012-05-21,62.9,False
21,2012-05-22,65.86,False
22,2012-05-23,67.34,False
23,2012-05-24,66.6,False
24,2012-05-25,74.0,False
25,2012-05-26,57.72,False
26,2012-05-27,53.28,False
27,2012-05-28,74.0,False
28,2012-05-29,68.08,False
29,2012-05-30,66.6,False
30,2012-05-31,65.12,False
0,2012-06-01,68.62,False
1,2012-06-02,57.67,False
2,2012-06-03,61.32,False
3,2012-06-04,62.05,False
4,2012-06-05,73.0,False
5,2012-06-06,58.4,False
6,2012-06-07,48.18,False
7,2012-06-08,64.97,False
8,2012-06-09,49.64,False
9,2012-06-10,60.589999999999996,False
10,2012-06-11,64.24,False
11,2012-06-12,59.129999999999995,False
12,2012-06-13,62.78,False
13,2012-06-14,55.48,False
14,2012-06-15,56.21,False
15,2012-06-16,59.129999999999995,False
16,2012-06-17,61.32,False
17,2012-06-18,56.21,False
18,2012-06-19,62.05,False
19,2012-06-20,59.86,False
20,2012-06-21,63.51,False
21,2012-06-22,56.21,False
22,2012-06-23,66.42999999999999,False
23,2012-06-24,52.56,False
24,2012-06-25,64.24,False
25,2012-06-26,59.86,False
26,2012-06-27,51.1,False
27,2012-06-28,66.42999999999999,False
28,2012-06-29,54.75,False
29,2012-06-30,60.589999999999996,False
0,2012-07-01,54.0,False
1,2012-07-02,66.75,False
2,2012-07-03,57.0,False
3,2012-07-04,63.0,False
4,2012-07-05,56.25,False
5,2012-07-06,65.25,False
6,2012-07-07,57.0,False
7,2012-07-08,60.0,False
8,2012-07-09,54.0,False
9,2012-07-10,58.5,False
10,2012-07-11,58.5,False
11,2012-07-12,60.0,False
12,2012-07-13,68.25,False
13,2012-07-14,57.0,False
14,2012-07-15,47.25,False
15,2012-07-16,69.75,False
16,2012-07-17,63.0,False
17,2012-07-18,60.75,False
18,2012-07-19,59.25,False
19,2012-07-20,60.75,False
20,2012-07-21,58.5,False
21,2012-07-22,49.5,False
22,2012-07-23,75.0,False
23,2012-07-24,65.25,False
24,2012-07-25,65.25,False
25,2012-07-26,65.25,False
26,2012-07-27,57.0,False
27,2012-07-28,56.25,False
28,2012-07-29,48.75,False
29,2012-07-30,65.25,False
30,2012-07-31,57.0,False
0,2012-08-01,74.0,False
1,2012-08-02,62.16,False
2,2012-08-03,71.03999999999999,False
3,2012-08-04,65.12,False
4,2012-08-05,62.9,False
5,2012-08-06,69.56,False
6,2012-08-07,68.82,False
7,2012-08-08,65.12,False
8,2012-08-09,65.12,False
9,2012-08-10,65.12,False
10,2012-08-11,57.72,False
11,2012-08-12,48.1,False
12,2012-08-13,71.03999999999999,False
13,2012-08-14,70.3,False
14,2012-08-15,65.12,False
15,2012-08-16,71.78,False
16,2012-08-17,61.42,False
17,2012-08-18,56.24,False
18,2012-08-19,56.24,False
19,2012-08-20,73.26,False
20,2012-08-21,66.6,False
21,2012-08-22,66.6,False
22,2012-08-23,67.34,False
23,2012-08-24,71.03999999999999,False
24,2012-08-25,59.2,False
25,2012-08-26,51.8,False
26,2012-08-27,62.16,False
27,2012-08-28,65.86,False
28,2012-08-29,74.0,False
29,2012-08-30,71.78,False
30,2012-08-31,59.2,False
0,2012-09-01,59.84,False
1,2012-09-02,59.160000000000004,False
2,2012-09-03,63.24,False
3,2012-09-04,57.120000000000005,False
4,2012-09-05,59.160000000000004,False
5,2012-09-06,57.800000000000004,False
6,2012-09-07,46.92,False
7,2012-09-08,52.36000000000001,False
8,2012-09-09,48.28,False
9,2012-09-10,64.60000000000001,False
10,2012-09-11,59.160000000000004,False
11,2012-09-12,58.480000000000004,False
12,2012-09-13,61.2,False
13,2012-09-14,56.440000000000005,False
14,2012-09-15,51.68000000000001,False
15,2012-09-16,46.24,False
16,2012-09-17,66.64,False
17,2012-09-18,58.480000000000004,False
18,2012-09-19,59.84,False
19,2012-09-20,55.760000000000005,False
20,2012-09-21,63.24,False
21,2012-09-22,55.080000000000005,False
22,2012-09-23,44.2,False
23,2012-09-24,68.0,False
24,2012-09-25,55.760000000000005,False
25,2012-09-26,61.88,False
26,2012-09-27,60.52,False
27,2012-09-28,60.52,False
28,2012-09-29,51.00000000000001,False
29,2012-09-30,45.56,False
0,2012-10-01,62.0,False
1,2012-10-02,52.7,False
2,2012-10-03,52.7,False
3,2012-10-04,52.08,False
4,2012-10-05,57.66,False
5,2012-10-06,45.26,False
6,2012-10-07,37.2,False
7,2012-10-08,52.08,False
8,2012-10-09,49.6,False
9,2012-10-10,60.14,False
10,2012-10-11,42.78,False
11,2012-10-12,44.02,False
12,2012-10-13,50.22,False
13,2012-10-14,47.12,False
14,2012-10-15,53.32,False
15,2012-10-16,52.08,False
16,2012-10-17,59.519999999999996,False
17,2012-10-18,47.12,False
18,2012-10-19,55.8,False
19,2012-10-20,51.46,False
20,2012-10-21,48.36,False
21,2012-10-22,56.42,False
22,2012-10-23,54.56,False
23,2012-10-24,46.5,False
24,2012-10-25,58.28,False
25,2012-10-26,48.36,False
26,2012-10-27,44.64,False
27,2012-10-28,44.02,False
28,2012-10-29,50.22,False
29,2012-10-30,51.46,False
30,2012-10-31,55.8,False
0,2012-11-01,57.04,False
1,2012-11-02,40.92,False
2,2012-11-03,45.26,False
3,2012-11-04,42.16,False
4,2012-11-05,54.56,False
5,2012-11-06,52.08,False
6,2012-11-07,42.16,False
7,2012-11-08,49.6,False
8,2012-11-09,50.22,False
9,2012-11-10,44.02,False
10,2012-11-11,40.92,False
11,2012-11-12,62.0,False
12,2012-11-13,51.46,False
13,2012-11-14,53.94,False
14,2012-11-15,41.54,False
15,2012-11-16,48.98,False
16,2012-11-17,44.64,False
17,2012-11-18,39.06,False
18,2012-11-19,53.94,False
19,2012-11-20,46.5,False
20,2012-11-21,52.7,False
21,2012-11-22,47.12,False
22,2012-11-23,52.7,False
23,2012-11-24,44.02,False
24,2012-11-25,40.92,False
25,2012-11-26,53.32,False
26,2012-11-27,52.7,False
27,2012-11-28,46.5,False
28,2012-11-29,50.22,False
29,2012-11-30,55.8,False
0,2012-12-01,46.36,False
1,2012-12-02,38.43,False
2,2012-12-03,54.9,False
3,2012-12-04,47.58,False
4,2012-12-05,53.07,False
5,2012-12-06,51.24,False
6,2012-12-07,53.07,False
7,2012-12-08,40.26,False
8,2012-12-09,37.82,False
9,2012-12-10,45.75,False
10,2012-12-11,53.68,False
11,2012-12-12,47.58,False
12,2012-12-13,51.85,False
13,2012-12-14,48.8,False
14,2012-12-15,38.43,False
15,2012-12-16,45.14,False
16,2012-12-17,52.46,False
17,2012-12-18,46.36,False
18,2012-12-19,46.36,False
19,2012-12-20,46.36,False
20,2012-12-21,61.0,False
21,2012-12-22,46.97,False
22,2012-12-23,40.26,False
23,2012-12-24,45.75,False
24,2012-12-25,29.89,False
25,2012-12-26,61.0,False
26,2012-12-27,49.41,False
27,2012-12-28,51.24,False
28,2012-12-29,53.68,False
29,2012-12-30,43.31,False
30,2012-12-31,53.68,False
0,2013-01-01,42.699999999999996,False
1,2013-01-02,61.0,False
2,2013-01-03,53.07,False
3,2013-01-04,51.24,False
4,2013-01-05,40.87,False
5,2013-01-06,40.87,False
6,2013-01-07,50.629999999999995,False
7,2013-01-08,41.48,False
8,2013-01-09,43.31,False
9,2013-01-10,45.14,False
10,2013-01-11,46.97,False
11,2013-01-12,39.04,False
12,2013-01-13,34.16,False
13,2013-01-14,47.58,False
14,2013-01-15,45.14,False
15,2013-01-16,42.699999999999996,False
16,2013-01-17,43.92,False
17,2013-01-18,46.97,False
18,2013-01-19,39.04,False
19,2013-01-20,34.769999999999996,False
20,2013-01-21,43.92,False
21,2013-01-22,45.14,False
22,2013-01-23,41.48,False
23,2013-01-24,46.36,False
24,2013-01-25,40.87,False
25,2013-01-26,43.92,False
26,2013-01-27,32.94,False
27,2013-01-28,44.53,False
28,2013-01-29,53.68,False
29,2013-01-30,47.58,False
30,2013-01-31,42.699999999999996,False
0,2013-02-01,53.69,False
1,2013-02-02,46.61,False
2,2013-02-03,40.71,False
3,2013-02-04,50.739999999999995,False
4,2013-02-05,57.82,False
5,2013-02-06,57.82,False
6,2013-02-07,42.48,False
7,2013-02-08,47.199999999999996,False
8,2013-02-09,52.51,False
9,2013-02-10,38.35,False
10,2013-02-11,38.35,False
11,2013-02-12,40.12,False
12,2013-02-13,51.919999999999995,False
13,2013-02-14,54.279999999999994,False
14,2013-02-15,53.099999999999994,False
15,2013-02-16,50.739999999999995,False
16,2013-02-17,48.379999999999995,False
17,2013-02-18,55.459999999999994,False
18,2013-02-19,52.51,False
19,2013-02-20,59.0,False
20,2013-02-21,52.51,False
21,2013-02-22,54.279999999999994,False
22,2013-02-23,52.51,False
23,2013-02-24,38.35,False
24,2013-02-25,57.23,False
25,2013-02-26,53.69,False
26,2013-02-27,40.71,False
27,2013-02-28,49.559999999999995,False
0,2013-03-01,53.58,False
1,2013-03-02,45.599999999999994,False
2,2013-03-03,37.05,False
3,2013-03-04,45.029999999999994,False
4,2013-03-05,50.16,False
5,2013-03-06,50.16,False
6,2013-03-07,55.85999999999999,False
7,2013-03-08,51.87,False
8,2013-03-09,34.199999999999996,False
9,2013-03-10,41.61,False
10,2013-03-11,56.99999999999999,False
11,2013-03-12,46.739999999999995,False
12,2013-03-13,56.99999999999999,False
13,2013-03-14,49.589999999999996,False
14,2013-03-15,49.019999999999996,False
15,2013-03-16,51.87,False
16,2013-03-17,33.629999999999995,False
17,2013-03-18,51.3,False
18,2013-03-19,50.16,False
19,2013-03-20,49.019999999999996,False
20,2013-03-21,46.169999999999995,False
21,2013-03-22,40.47,False
22,2013-03-23,43.88999999999999,False
23,2013-03-24,37.05,False
24,2013-03-25,45.599999999999994,False
25,2013-03-26,50.16,False
26,2013-03-27,52.44,False
27,2013-03-28,43.88999999999999,False
28,2013-03-29,39.33,False
29,2013-03-30,39.33,False
30,2013-03-31,35.91,False
0,2013-04-01,57.99999999999999,False
1,2013-04-02,48.72,False
2,2013-04-03,45.82,False
3,2013-04-04,48.72,False
4,2013-04-05,43.5,False
5,2013-04-06,43.5,False
6,2013-04-07,40.019999999999996,False
7,2013-04-08,48.72,False
8,2013-04-09,48.13999999999999,False
9,2013-04-10,44.66,False
10,2013-04-11,40.599999999999994,False
11,2013-04-12,47.559999999999995,False
12,2013-04-13,44.66,False
13,2013-04-14,38.86,False
14,2013-04-15,50.459999999999994,False
15,2013-04-16,48.13999999999999,False
16,2013-04-17,49.879999999999995,False
17,2013-04-18,42.919999999999995,False
18,2013-04-19,47.559999999999995,False
19,2013-04-20,42.919999999999995,False
20,2013-04-21,35.379999999999995,False
21,2013-04-22,41.18,False
22,2013-04-23,49.879999999999995,False
23,2013-04-24,48.13999999999999,False
24,2013-04-25,48.72,False
25,2013-04-26,53.94,False
26,2013-04-27,41.76,False
27,2013-04-28,41.76,False
28,2013-04-29,56.26,False
29,2013-04-30,48.13999999999999,False
0,2013-05-01,43.88999999999999,False
1,2013-05-02,52.44,False
2,2013-05-03,42.18,False
3,2013-05-04,46.739999999999995,False
4,2013-05-05,38.76,False
5,2013-05-06,47.309999999999995,False
6,2013-05-07,47.879999999999995,False
7,2013-05-08,49.589999999999996,False
8,2013-05-09,47.879999999999995,False
9,2013-05-10,38.19,False
10,2013-05-11,42.18,False
11,2013-05-12,30.779999999999998,False
12,2013-05-13,46.739999999999995,False
13,2013-05-14,41.61,False
14,2013-05-15,38.76,False
15,2013-05-16,43.31999999999999,False
16,2013-05-17,41.04,False
17,2013-05-18,44.459999999999994,False
18,2013-05-19,33.629999999999995,False
19,2013-05-20,51.87,False
20,2013-05-21,42.18,False
21,2013-05-22,46.169999999999995,False
22,2013-05-23,47.309999999999995,False
23,2013-05-24,42.74999999999999,False
24,2013-05-25,41.04,False
25,2013-05-26,31.349999999999998,False
26,2013-05-27,56.99999999999999,False
27,2013-05-28,43.88999999999999,False
28,2013-05-29,42.18,False
29,2013-05-30,33.629999999999995,False
30,2013-05-31,42.74999999999999,False
0,2013-06-01,48.379999999999995,False
1,2013-06-02,48.379999999999995,False
2,2013-06-03,56.64,False
3,2013-06-04,47.79,False
4,2013-06-05,41.89,False
5,2013-06-06,39.53,False
6,2013-06-07,41.89,False
7,2013-06-08,58.41,False
8,2013-06-09,39.53,False
9,2013-06-10,59.0,False
10,2013-06-11,50.15,False
11,2013-06-12,46.61,False
12,2013-06-13,46.61,False
13,2013-06-14,51.33,False
14,2013-06-15,56.05,False
15,2013-06-16,38.94,False
16,2013-06-17,53.099999999999994,False
17,2013-06-18,39.53,False
18,2013-06-19,50.739999999999995,False
19,2013-06-20,44.25,False
20,2013-06-21,47.79,False
21,2013-06-22,45.43,False
22,2013-06-23,47.79,False
23,2013-06-24,47.199999999999996,False
24,2013-06-25,55.459999999999994,False
25,2013-06-26,57.82,False
26,2013-06-27,48.379999999999995,False
27,2013-06-28,46.019999999999996,False
28,2013-06-29,53.69,False
29,2013-06-30,41.3,False
0,2013-07-01,61.0,False
1,2013-07-02,46.97,False
2,2013-07-03,45.75,False
3,2013-07-04,46.97,False
4,2013-07-05,42.699999999999996,False
5,2013-07-06,43.31,False
6,2013-07-07,38.43,False
7,2013-07-08,45.75,False
8,2013-07-09,43.31,False
9,2013-07-10,47.58,False
10,2013-07-11,45.14,False
11,2013-07-12,44.53,False
12,2013-07-13,43.92,False
13,2013-07-14,35.99,False
14,2013-07-15,48.8,False
15,2013-07-16,46.97,False
16,2013-07-17,50.019999999999996,False
17,2013-07-18,48.19,False
18,2013-07-19,52.46,False
19,2013-07-20,38.43,False
20,2013-07-21,37.21,False
21,2013-07-22,50.629999999999995,False
22,2013-07-23,46.36,False
23,2013-07-24,47.58,False
24,2013-07-25,57.339999999999996,False
25,2013-07-26,45.75,False
26,2013-07-27,40.87,False
27,2013-07-28,37.21,False
28,2013-07-29,48.8,False
29,2013-07-30,46.97,False
30,2013-07-31,50.019999999999996,False
0,2013-08-01,60.76,False
1,2013-08-02,55.8,False
2,2013-08-03,49.6,False
3,2013-08-04,40.3,False
4,2013-08-05,49.6,False
5,2013-08-06,55.8,False
6,2013-08-07,62.0,False
7,2013-08-08,50.22,False
8,2013-08-09,47.12,False
9,2013-08-10,41.54,False
10,2013-08-11,37.82,False
11,2013-08-12,52.7,False
12,2013-08-13,50.839999999999996,False
13,2013-08-14,50.22,False
14,2013-08-15,50.22,False
15,2013-08-16,48.36,False
16,2013-08-17,44.64,False
17,2013-08-18,40.3,False
18,2013-08-19,51.46,False
19,2013-08-20,45.88,False
20,2013-08-21,53.94,False
21,2013-08-22,48.98,False
22,2013-08-23,52.7,False
23,2013-08-24,41.54,False
24,2013-08-25,42.16,False
25,2013-08-26,47.12,False
26,2013-08-27,45.88,False
27,2013-08-28,40.3,False
28,2013-08-29,50.22,False
29,2013-08-30,45.88,False
30,2013-08-31,39.68,False
0,2013-09-01,47.309999999999995,False
1,2013-09-02,53.58,False
2,2013-09-03,54.72,False
3,2013-09-04,50.16,False
4,2013-09-05,53.01,False
5,2013-09-06,48.449999999999996,False
6,2013-09-07,40.47,False
7,2013-09-08,36.48,False
8,2013-09-09,52.44,False
9,2013-09-10,49.589999999999996,False
10,2013-09-11,46.169999999999995,False
11,2013-09-12,45.029999999999994,False
12,2013-09-13,45.029999999999994,False
13,2013-09-14,41.04,False
14,2013-09-15,39.33,False
15,2013-09-16,56.99999999999999,False
16,2013-09-17,50.16,False
17,2013-09-18,45.029999999999994,False
18,2013-09-19,46.739999999999995,False
19,2013-09-20,45.599999999999994,False
20,2013-09-21,38.76,False
21,2013-09-22,39.33,False
22,2013-09-23,56.42999999999999,False
23,2013-09-24,53.01,False
24,2013-09-25,43.88999999999999,False
25,2013-09-26,51.87,False
26,2013-09-27,43.88999999999999,False
27,2013-09-28,45.029999999999994,False
28,2013-09-29,35.339999999999996,False
29,2013-09-30,47.879999999999995,False
0,2013-10-01,53.2,False
1,2013-10-02,53.760000000000005,False
2,2013-10-03,49.28,False
3,2013-10-04,48.720000000000006,False
4,2013-10-05,42.00000000000001,False
5,2013-10-06,42.00000000000001,False
6,2013-10-07,55.440000000000005,False
7,2013-10-08,45.92,False
8,2013-10-09,49.28,False
9,2013-10-10,47.6,False
10,2013-10-11,49.28,False
11,2013-10-12,36.96,False
12,2013-10-13,38.64,False
13,2013-10-14,47.6,False
14,2013-10-15,51.52,False
15,2013-10-16,51.52,False
16,2013-10-17,44.800000000000004,False
17,2013-10-18,49.28,False
18,2013-10-19,48.160000000000004,False
19,2013-10-20,34.720000000000006,False
20,2013-10-21,50.400000000000006,False
21,2013-10-22,52.64000000000001,False
22,2013-10-23,52.080000000000005,False
23,2013-10-24,54.32000000000001,False
24,2013-10-25,53.760000000000005,False
25,2013-10-26,48.720000000000006,False
26,2013-10-27,39.2,False
27,2013-10-28,54.32000000000001,False
28,2013-10-29,52.080000000000005,False
29,2013-10-30,53.2,False
30,2013-10-31,56.00000000000001,False
0,2013-11-01,54.0,False
1,2013-11-02,40.5,False
2,2013-11-03,37.260000000000005,False
3,2013-11-04,51.300000000000004,False
4,2013-11-05,48.06,False
5,2013-11-06,53.46,False
6,2013-11-07,44.82,False
7,2013-11-08,43.74,False
8,2013-11-09,42.660000000000004,False
9,2013-11-10,37.260000000000005,False
10,2013-11-11,46.440000000000005,False
11,2013-11-12,43.2,False
12,2013-11-13,48.6,False
13,2013-11-14,45.900000000000006,False
14,2013-11-15,38.88,False
15,2013-11-16,37.800000000000004,False
16,2013-11-17,36.18,False
17,2013-11-18,50.760000000000005,False
18,2013-11-19,42.660000000000004,False
19,2013-11-20,43.2,False
20,2013-11-21,50.220000000000006,False
21,2013-11-22,44.82,False
22,2013-11-23,42.120000000000005,False
23,2013-11-24,35.1,False
24,2013-11-25,51.84,False
25,2013-11-26,49.14,False
26,2013-11-27,48.6,False
27,2013-11-28,39.42,False
28,2013-11-29,43.74,False
29,2013-11-30,40.5,False
0,2013-12-01,35.36,False
1,2013-12-02,49.92,False
2,2013-12-03,41.08,False
3,2013-12-04,38.480000000000004,False
4,2013-12-05,41.08,False
5,2013-12-06,32.24,False
6,2013-12-07,33.800000000000004,False
7,2013-12-08,40.56,False
8,2013-12-09,35.36,False
9,2013-12-10,37.44,False
10,2013-12-11,44.72,False
11,2013-12-12,37.44,False
12,2013-12-13,40.04,False
13,2013-12-14,31.720000000000002,False
14,2013-12-15,28.6,False
15,2013-12-16,45.760000000000005,False
16,2013-12-17,36.4,False
17,2013-12-18,33.800000000000004,False
18,2013-12-19,43.160000000000004,False
19,2013-12-20,38.480000000000004,False
20,2013-12-21,40.56,False
21,2013-12-22,36.92,False
22,2013-12-23,41.08,False
23,2013-12-24,35.88,False
24,2013-12-25,29.64,False
25,2013-12-26,44.2,False
26,2013-12-27,41.08,False
27,2013-12-28,44.72,False
28,2013-12-29,40.04,False
29,2013-12-30,50.96,False
30,2013-12-31,52.0,False
0,2014-01-01,34.45,False
1,2014-01-02,53.0,False
2,2014-01-03,43.46,False
3,2014-01-04,38.160000000000004,False
4,2014-01-05,37.63,False
5,2014-01-06,49.29,False
6,2014-01-07,44.52,False
7,2014-01-08,43.99,False
8,2014-01-09,39.75,False
9,2014-01-10,39.75,False
10,2014-01-11,36.57,False
11,2014-01-12,30.21,False
12,2014-01-13,39.75,False
13,2014-01-14,40.28,False
14,2014-01-15,40.28,False
15,2014-01-16,37.63,False
16,2014-01-17,44.52,False
17,2014-01-18,34.980000000000004,False
18,2014-01-19,28.09,False
19,2014-01-20,42.93,False
20,2014-01-21,39.75,False
21,2014-01-22,42.93,False
22,2014-01-23,35.510000000000005,False
23,2014-01-24,40.81,False
24,2014-01-25,32.86,False
25,2014-01-26,31.270000000000003,False
26,2014-01-27,38.690000000000005,False
27,2014-01-28,38.160000000000004,False
28,2014-01-29,31.270000000000003,False
29,2014-01-30,33.39,False
30,2014-01-31,39.75,False
0,2014-02-01,43.160000000000004,False
1,2014-02-02,34.84,False
2,2014-02-03,45.760000000000005,False
3,2014-02-04,52.0,False
4,2014-02-05,44.2,False
5,2014-02-06,51.480000000000004,False
6,2014-02-07,47.84,False
7,2014-02-08,39.0,False
8,2014-02-09,32.76,False
9,2014-02-10,41.6,False
10,2014-02-11,44.72,False
11,2014-02-12,49.4,False
12,2014-02-13,43.68,False
13,2014-02-14,45.760000000000005,False
14,2014-02-15,36.4,False
15,2014-02-16,36.92,False
16,2014-02-17,47.84,False
17,2014-02-18,47.32,False
18,2014-02-19,45.24,False
19,2014-02-20,46.28,False
20,2014-02-21,47.32,False
21,2014-02-22,36.4,False
22,2014-02-23,36.4,False
23,2014-02-24,47.32,False
24,2014-02-25,43.68,False
25,2014-02-26,49.92,False
26,2014-02-27,46.800000000000004,False
27,2014-02-28,45.24,False
0,2014-03-01,39.69,False
1,2014-03-02,27.439999999999998,False
2,2014-03-03,32.83,False
3,2014-03-04,33.81,False
4,2014-03-05,40.67,False
5,2014-03-06,46.55,False
6,2014-03-07,42.14,False
7,2014-03-08,32.339999999999996,False
8,2014-03-09,32.339999999999996,False
9,2014-03-10,42.63,False
10,2014-03-11,37.73,False
11,2014-03-12,38.71,False
12,2014-03-13,41.16,False
13,2014-03-14,38.22,False
14,2014-03-15,34.3,False
15,2014-03-16,28.91,False
16,2014-03-17,49.0,False
17,2014-03-18,46.06,False
18,2014-03-19,40.18,False
19,2014-03-20,38.22,False
20,2014-03-21,38.22,False
21,2014-03-22,35.28,False
22,2014-03-23,29.4,False
23,2014-03-24,37.24,False
24,2014-03-25,41.65,False
25,2014-03-26,39.2,False
26,2014-03-27,42.14,False
27,2014-03-28,37.73,False
28,2014-03-29,32.339999999999996,False
29,2014-03-30,31.849999999999998,False
30,2014-03-31,40.67,False
0,2014-04-01,48.0,False
1,2014-04-02,41.76,False
2,2014-04-03,38.4,False
3,2014-04-04,42.72,False
4,2014-04-05,34.08,False
5,2014-04-06,34.56,False
6,2014-04-07,45.12,False
7,2014-04-08,39.36,False
8,2014-04-09,42.239999999999995,False
9,2014-04-10,38.879999999999995,False
10,2014-04-11,40.8,False
11,2014-04-12,37.44,False
12,2014-04-13,30.72,False
13,2014-04-14,45.12,False
14,2014-04-15,43.199999999999996,False
15,2014-04-16,41.76,False
16,2014-04-17,36.96,False
17,2014-04-18,28.32,False
18,2014-04-19,30.72,False
19,2014-04-20,32.16,False
20,2014-04-21,37.92,False
21,2014-04-22,43.199999999999996,False
22,2014-04-23,41.28,False
23,2014-04-24,44.64,False
24,2014-04-25,43.199999999999996,False
25,2014-04-26,37.44,False
26,2014-04-27,35.519999999999996,False
27,2014-04-28,42.72,False
28,2014-04-29,46.08,False
29,2014-04-30,41.76,False
0,2014-05-01,37.260000000000005,False
1,2014-05-02,39.1,False
2,2014-05-03,38.18,False
3,2014-05-04,34.96,False
4,2014-05-05,40.480000000000004,False
5,2014-05-06,38.64,False
6,2014-05-07,42.78,False
7,2014-05-08,40.940000000000005,False
8,2014-05-09,37.260000000000005,False
9,2014-05-10,31.740000000000002,False
10,2014-05-11,28.98,False
11,2014-05-12,39.56,False
12,2014-05-13,35.88,False
13,2014-05-14,40.940000000000005,False
14,2014-05-15,34.5,False
15,2014-05-16,34.5,False
16,2014-05-17,33.58,False
17,2014-05-18,27.6,False
18,2014-05-19,41.4,False
19,2014-05-20,39.56,False
20,2014-05-21,46.0,False
21,2014-05-22,45.54,False
